par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,kid_count_g_m,inventor_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,kid_count_g_f,inventor_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f
13502,Defiance,Ohio,OH,7297,0.0013704,0,0.0004111,0.000137,0.000137,0.0002741,0.000137,0.0002741,3661,0.0024583,0,0.0008194,0.0002731,0.0002731,0.0005463,0.0002731,0.0002731,3636,0.000275,0,0,0,0,0,0,0.000275
13600,South Bend,Indiana,IN,42278,0.0022943,0.0003075,0.0005677,0.0002365,0.0001656,0.0005677,0.0003548,0.0000946,21408,0.0037836,0.0004671,0.0009809,0.000327,0.0002803,0.0010277,0.0005138,0.0001868,20870,0.0007667,0.0001437,0.0001437,0.0001437,0.0000479,0.0000958,0.0001917,0
13700,Concord,Indiana,IN,24685,0.0020255,0.000081,0.0003241,0.0002026,0.0003241,0.0004051,0.0004456,0.0002431,12565,0.0035018,0.0000796,0.0006367,0.0003183,0.0004775,0.0007163,0.0007959,0.0004775,12120,0.000495,0.0000825,0,0.0000825,0.000165,0.0000825,0.0000825,0
13800,Wayne,Indiana,IN,8921,0.0040354,0.0002242,0.0005605,0.0016814,0.0002242,0.0006726,0.0005605,0.0001121,4570,0.0067834,0.0002188,0.0010941,0.002407,0.0004376,0.0013129,0.0010941,0.0002188,4351,0.0011492,0.0002298,0,0.0009193,0,0,0,0
13900,Center,Indiana,IN,12500,0.00224,0.00024,0.00064,0.00016,0.00032,0.0004,0.0004,0.00008,6361,0.0036158,0.0003144,0.0011005,0.0001572,0.0006288,0.000786,0.0004716,0.0001572,6139,0.0008145,0.0001629,0.0001629,0.0001629,0,0,0.0003258,0
14000,Muncie,Indiana,IN,24498,0.0014695,0.0001633,0.0001633,0.0004082,0.0000408,0.0000816,0.0005307,0.0000816,12510,0.0023181,0.0003197,0.0002398,0.0005596,0.0000799,0.0000799,0.0010392,0,11987,0.000584,0,0.0000834,0.0002503,0,0.0000834,0,0.0001668
14100,Fort Wayne,Indiana,IN,37157,0.0028258,0.0000807,0.0004306,0.0007266,0.0004575,0.0003499,0.0005652,0.0002153,18740,0.005016,0.0001601,0.0008004,0.0012807,0.0009072,0.0005336,0.0009605,0.0003735,18416,0.0005973,0,0.0000543,0.0001629,0,0.0001629,0.0001629,0.0000543
14200,Indianapolis,Indiana,IN,91085,0.0025251,0.0001757,0.0006477,0.0005819,0.0002525,0.0002525,0.0004611,0.0001537,45842,0.0041883,0.0002618,0.001178,0.0008071,0.0005017,0.0004145,0.0007635,0.0002618,45242,0.0008399,0.0000884,0.0001105,0.0003537,0,0.0000884,0.0001547,0.0000442
14300,Columbus,Indiana,IN,10051,0.0027858,0.0000995,0.0006964,0.000398,0.000398,0.000398,0.000597,0.000199,5070,0.0045365,0,0.0013807,0.000789,0.0005917,0.000789,0.000789,0.0001972,4979,0.0010042,0.0002008,0,0,0.0002008,0,0.0004017,0.0002008
14400,Terre Haute,Indiana,IN,15727,0.0020983,0.0001908,0.0005087,0.0004451,0.0003179,0.0002543,0.0001908,0.0001908,7991,0.0032537,0.0002503,0.0010011,0.0003754,0.0006257,0.0003754,0.0002503,0.0003754,7736,0.0009049,0.0001293,0,0.0005171,0,0.0001293,0.0001293,0
14500,Lafayette,Indiana,IN,20475,0.0028816,0.0000977,0.0006838,0.0009768,0.0003907,0.0002442,0.000293,0.0001954,10544,0.004742,0.0001897,0.0012329,0.0015175,0.0007587,0.0003794,0.0004742,0.0001897,9931,0.0009063,0,0.0001007,0.0004028,0,0.0001007,0.0001007,0.0002014
14600,Bloomington,Indiana,IN,15066,0.0022567,0.0000664,0.0003982,0.0006637,0.0003982,0.0002655,0.0003319,0.0001327,7703,0.0041542,0.0001298,0.0007789,0.0012982,0.0007789,0.0005193,0.0005193,0.0001298,7363,0.0002716,0,0,0,0,0,0.0001358,0.0001358
14700,Evansville,Indiana,IN,25024,0.0033967,0.0001998,0.0007593,0.0003597,0.0004795,0.0004795,0.0008792,0.0002398,12551,0.0053382,0.000239,0.0012748,0.000478,0.0008764,0.0008764,0.0011951,0.0003984,12473,0.0014431,0.0001603,0.0002405,0.0002405,0.0000802,0.0000802,0.0005612,0.0000802
14801,Olney,Illinois,IL,3587,0.0019515,0.0002788,0,0.0008364,0,0.0008364,0,0,1815,0.0027548,0.000551,0,0.000551,0,0.0016529,0,0,1772,0.0011287,0,0,0.0011287,0,0,0,0
14802,Vincennes,Indiana,IN,3460,0.0017341,0,0.000289,0.000289,0.000289,0,0.000578,0.000289,1742,0.0034443,0,0.0005741,0.0005741,0.0005741,0,0.0011481,0.0005741,1718,0,0,0,0,0,0,0,0
14900,Gary,Indiana,IN,45245,0.0019008,0.0001768,0.000442,0.0003094,0.0001547,0.0002873,0.0003315,0.0001989,22789,0.0030278,0.0001755,0.0007899,0.0003949,0.0002633,0.0005266,0.0005266,0.000351,22454,0.0007571,0.0001781,0.0000891,0.0002227,0.0000445,0.0000445,0.0001336,0.0000445
15000,Canton,Ohio,OH,44976,0.002468,0.000289,0.0004002,0.0002446,0.0003113,0.0004447,0.0004669,0.0003113,22527,0.0041728,0.0004883,0.0006659,0.0002663,0.0005771,0.000799,0.0008434,0.0005327,22436,0.0007577,0.0000891,0.0001337,0.0002229,0.0000446,0.0000891,0.0000891,0.0000891
15100,Lorain,Ohio,OH,28322,0.002295,0.0002118,0.0005296,0.0001765,0.0001059,0.0005649,0.0005296,0.0001765,14281,0.0039213,0.0003501,0.0010503,0.0002101,0.00014,0.0009803,0.0009803,0.0002101,14038,0.0006411,0.0000712,0,0.0001425,0.0000712,0.0001425,0.0000712,0.0001425
15200,Cleveland,Ohio,OH,157087,0.0028901,0.0003183,0.0007193,0.0004138,0.0003501,0.0003883,0.000452,0.0002483,78854,0.004502,0.0004565,0.0012808,0.0004946,0.000596,0.0006468,0.0006975,0.0003297,78219,0.0012657,0.000179,0.0001534,0.0003324,0.0001023,0.0001278,0.0002046,0.0001662
15300,Parkersburg,West Virginia,WV,12640,0.0013449,0.0004747,0.0002373,0.0002373,0.0000791,0.0000791,0.0001582,0.0000791,6448,0.0015509,0.0006203,0.0001551,0.0001551,0.0001551,0.0001551,0.0003102,0,6192,0.0011305,0.000323,0.000323,0.000323,0,0,0,0.0001615
15400,Zanesville,Ohio,OH,12825,0.0007018,0.000078,0.0002339,0,0,0.000078,0.0003119,0,6414,0.0010914,0,0.0004677,0,0,0.0001559,0.0004677,0,6411,0.000312,0.000156,0,0,0,0,0.000156,0
15500,Steubenville,Ohio,OH,7822,0.0007671,0.0001278,0.0002557,0.0002557,0,0.0001278,0,0,3947,0.0015201,0.0002534,0.0005067,0.0005067,0,0.0002534,0,0,3875,0,0,0,0,0,0,0,0
15600,Wheeling,West Virginia,WV,11381,0.0015816,0.0001757,0.0003515,0.0001757,0.0003515,0.0001757,0.0002636,0.0000879,5683,0.0029914,0.000176,0.0007039,0.0003519,0.0007039,0.0003519,0.0005279,0.000176,5698,0.0001755,0.0001755,0,0,0,0,0,0
15700,Scioto,Ohio,OH,13435,0.0006699,0.0000744,0,0.0000744,0.0001489,0.0000744,0.0002977,0,6865,0.001311,0.0001457,0,0.0001457,0.0002913,0.0001457,0.0005827,0,6570,0,0,0,0,0,0,0,0
15800,Athens,Ohio,OH,7910,0.0013906,0,0.0003793,0.0001264,0.0001264,0.0001264,0.0005057,0.0001264,3962,0.0020192,0,0.0007572,0,0.0002524,0,0.0007572,0.0002524,3947,0.0007601,0,0,0.0002534,0,0.0002534,0.0002534,0
15900,Columbus,Ohio,OH,94011,0.0024252,0.0002127,0.0006489,0.0003297,0.0003085,0.0003404,0.0003617,0.0002234,47063,0.0041646,0.00034,0.0011899,0.00051,0.0006162,0.0006162,0.0005525,0.00034,46934,0.0006818,0.0000852,0.0001065,0.0001491,0,0.0000639,0.0001705,0.0001065
16000,Mansfield,Ohio,OH,20573,0.0019929,0.000243,0.000243,0.0001458,0.0002916,0.0004861,0.0003403,0.000243,10429,0.0032601,0.0003835,0.0004794,0.0001918,0.0003835,0.0007671,0.0006712,0.0003835,10144,0.0006901,0.0000986,0,0.0000986,0.0001972,0.0001972,0,0.0000986
16100,State College,Pennsylvania,PA,15970,0.0025673,0.0004383,0.000814,0.0001252,0.0005009,0.0003131,0.0003131,0.0000626,8115,0.0041898,0.0008626,0.0011091,0.0001232,0.0008626,0.0004929,0.0006161,0.0001232,7855,0.0008912,0,0.0005092,0.0001273,0.0001273,0.0001273,0,0
16200,Altoona,Pennsylvania,PA,24676,0.0016615,0.0000405,0.0006079,0.0001621,0.0002837,0.0001621,0.0002837,0.0001216,12371,0.0028292,0.0000808,0.00097,0.0002425,0.0005658,0.0003233,0.0004042,0.0002425,12304,0.0004876,0,0.0002438,0.0000813,0,0,0.0001625,0
16300,Pittsburgh,Pennsylvania,PA,140754,0.0031118,0.0003268,0.0007957,0.0004902,0.0004192,0.0003481,0.0005826,0.0001492,70923,0.0048503,0.0003948,0.0013536,0.0006486,0.0007614,0.0006345,0.000846,0.0002115,69819,0.0013463,0.0002578,0.0002292,0.0003294,0.0000716,0.0000573,0.0003151,0.0000859
16400,Youngstown,Ohio,OH,48581,0.0019349,0.000247,0.000494,0.000247,0.0003088,0.0002264,0.0003499,0.0000618,24210,0.002974,0.0003717,0.0008261,0.0002891,0.0004957,0.0004131,0.000537,0.0000413,24365,0.0009029,0.0001231,0.0001642,0.0002052,0.0001231,0.000041,0.0001642,0.0000821
16500,Erie,Pennsylvania,PA,41243,0.0028611,0.0003395,0.0004364,0.0004122,0.0004122,0.0004122,0.0006789,0.0001697,20912,0.0049732,0.0004782,0.0008129,0.000526,0.0007173,0.0007651,0.0013389,0.0003347,20331,0.0006886,0.0001967,0.0000492,0.0002951,0.0000984,0.0000492,0,0
16600,Roanoke,Virginia,VA,22913,0.0024004,0.0001309,0.0008292,0.0003491,0.0003928,0.0003055,0.0003055,0.0000873,11646,0.0041216,0.0002576,0.0015456,0.0005152,0.0006011,0.0005152,0.0005152,0.0001717,11267,0.0006213,0,0.0000888,0.0001775,0.0001775,0.0000888,0.0000888,0
16701,Elkins,West Virginia,WV,3281,0.0018287,0.0003048,0.0009144,0.0003048,0.0003048,0,0,0,1694,0.0023613,0.0005903,0.0005903,0.0005903,0.0005903,0,0,0,1587,0.0012602,0,0.0012602,0,0,0,0,0
16702,Morgantown,West Virginia,WV,14005,0.0015709,0,0.000357,0.0002142,0.0005712,0.0000714,0.000357,0,6992,0.0021453,0,0.0005721,0.000286,0.0010011,0.000143,0.000143,0,7013,0.0009981,0,0.0001426,0.0001426,0.0001426,0,0.0005704,0
16703,Buckhannon,West Virginia,WV,2356,0.0008489,0,0,0,0.0004244,0.0004244,0,0,1151,0.0017376,0,0,0,0.0008688,0.0008688,0,0,1205,0,0,0,0,0,0,0,0
16801,Beckley,West Virginia,WV,9564,0.0006274,0,0.0003137,0,0.0001046,0.0001046,0.0001046,0,4792,0.0008347,0,0.000626,0,0,0,0.0002087,0,4771,0.0004192,0,0,0,0.0002096,0.0002096,0,0
16802,Summersville,West Virginia,WV,3105,0.0006441,0,0.0003221,0,0.0003221,0,0,0,1564,0.0006394,0,0.0006394,0,0,0,0,0,1541,0.0006489,0,0,0,0.0006489,0,0,0
16901,Charleston,West Virginia,WV,19655,0.0012719,0.0003053,0.000407,0.0001526,0.0000509,0.0001526,0.0000509,0.0001526,10051,0.0019899,0.000597,0.0006964,0.0000995,0.0000995,0.000199,0.0000995,0.000199,9604,0.0005206,0,0.0001041,0.0002082,0,0.0001041,0,0.0001041
16902,Spencer,West Virginia,WV,1333,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0
17000,Pikeville,Kentucky,KY,11480,0.0005226,0,0.0002613,0.0000871,0,0,0.0001742,0,5733,0.0008721,0,0.0003489,0.0001744,0,0,0.0003489,0,5747,0.000174,0,0.000174,0,0,0,0,0
17100,Huntington,Kentucky,KY,18863,0.0008482,0.000106,0.0002121,0.000106,0.000159,0.000053,0.000106,0.000106,9512,0.0011564,0.0002103,0.0004205,0.0001051,0.0001051,0.0001051,0.0002103,0,9351,0.0005347,0,0,0.0001069,0.0002139,0,0,0.0002139
17200,Harrisonburg,Virginia,VA,9003,0.001444,0.0002221,0.0003332,0.0003332,0,0.0001111,0.0003332,0.0001111,4510,0.002439,0.0002217,0.0006652,0.0006652,0,0.0002217,0.0004435,0.0002217,4493,0.0004451,0.0002226,0,0,0,0,0.0002226,0
17300,Staunton,Virginia,VA,10500,0.002381,0.0000952,0.0010476,0.0000952,0.0005714,0.0002857,0.0001905,0.0000952,5300,0.004717,0.0001887,0.0020755,0.0001887,0.0011321,0.000566,0.0003774,0.0001887,5200,0,0,0,0,0,0,0,0
17400,Hagerstown,Pennsylvania,PA,22690,0.0015425,0.0000441,0.0006611,0.0001322,0.0002204,0.0000881,0.0002644,0.0001322,11402,0.0026311,0.0000877,0.0012279,0.0000877,0.0004385,0,0.0005262,0.0002631,11288,0.0004429,0,0.0000886,0.0001772,0,0.0001772,0,0
17501,Cumberland,Maryland,MD,8691,0.0013807,0.0003452,0.0001151,0.0002301,0.0001151,0.0001151,0.0004602,0,4361,0.0020637,0.0002293,0.0002293,0.0004586,0.0002293,0.0002293,0.0006879,0,4330,0.0006928,0.0004619,0,0,0,0,0.0002309,0
17502,Winchester,Virginia,VA,6586,0.0013665,0,0.0006073,0,0.0001518,0.0004555,0.0001518,0,3350,0.0026866,0,0.001194,0,0.0002985,0.0008955,0.0002985,0,3236,0,0,0,0,0,0,0,0
17600,Charlottesville,Virginia,VA,13762,0.0016713,0,0.000872,0.000218,0.0003633,0.0000727,0.0001453,0,7000,0.0028571,0,0.0014286,0.0002857,0.0007143,0.0001429,0.0002857,0,6762,0.0004437,0,0.0002958,0.0001479,0,0,0,0
17700,Syracuse,New York,NY,66378,0.0031185,0.0003314,0.000934,0.0003917,0.0003465,0.0004218,0.0004972,0.0001808,33675,0.0050483,0.0005642,0.0016333,0.0004751,0.0005939,0.0007424,0.0007721,0.0002376,32702,0.0011314,0.0000917,0.0002141,0.0003058,0.0000917,0.0000917,0.0002141,0.0001223
17800,Oneonta,New York,NY,9800,0.002449,0.0004082,0.0004082,0.0002041,0.0005102,0.0003061,0.0005102,0.000102,4971,0.0040233,0.0006035,0.0004023,0.0002012,0.0010058,0.0006035,0.0010058,0.0002012,4829,0.0008283,0.0002071,0.0004142,0.0002071,0,0,0,0
17900,Union,New York,NY,18033,0.0038818,0.0001664,0.0013863,0.0004436,0.0005545,0.0008873,0.0002773,0.0001664,9265,0.0059363,0.0003238,0.0022666,0.0003238,0.0009714,0.001619,0.0002159,0.0002159,8768,0.0017108,0,0.0004562,0.0005703,0.0001141,0.0001141,0.0003422,0.0001141
18000,Buffalo,New York,NY,140607,0.0032217,0.0003058,0.0009246,0.0003983,0.0004552,0.0004836,0.0004481,0.0002062,70855,0.0051937,0.0004657,0.0016089,0.000494,0.0007621,0.0007621,0.0007198,0.0003811,69746,0.0012187,0.0001434,0.0002294,0.0003011,0.0001434,0.0002007,0.0001721,0.0000287
18100,Elmira,New York,NY,20459,0.0042524,0.0005377,0.0010264,0.0005865,0.0004399,0.0006354,0.0009287,0.0000978,10263,0.0069181,0.0007795,0.0017539,0.0004872,0.0007795,0.0012667,0.0017539,0.0000974,10195,0.0015694,0.0002943,0.0002943,0.0006866,0.0000981,0,0.0000981,0.0000981
18201,Olean,New York,NY,12875,0.0026408,0.000466,0.000466,0.0003883,0.000466,0.0000777,0.0005437,0.000233,6575,0.003346,0.0006084,0.0004563,0.0003042,0.0007605,0.0001521,0.0009125,0.0001521,6299,0.0019051,0.0003175,0.0004763,0.0004763,0.0001588,0,0.0001588,0.0003175
18202,St. Marys,Pennsylvania,PA,2852,0.0035063,0.0007013,0,0,0,0.0010519,0.0003506,0.0014025,1433,0.0062805,0.0006978,0,0,0,0.0020935,0.0006978,0.0027913,1419,0.0007047,0.0007047,0,0,0,0,0,0
18300,Watertown,New York,NY,15924,0.00157,0.0003768,0.0001884,0.0001884,0.0001884,0.0003768,0.0001256,0.0001256,8024,0.001994,0.0002493,0.0003739,0.0001246,0.0002493,0.0006231,0.0002493,0.0001246,7900,0.0011392,0.0005063,0,0.0002532,0.0001266,0.0001266,0,0.0001266
18400,Plattsburgh,New York,NY,10081,0.0020831,0.0002976,0.0008928,0.0005952,0.0000992,0.0000992,0.0000992,0,5094,0.0035336,0.0003926,0.0015705,0.0009815,0.0001963,0.0001963,0.0001963,0,4987,0.0006016,0.0002005,0.0002005,0.0002005,0,0,0,0
18500,Amsterdam,New York,NY,7180,0.001532,0.0001393,0.0004178,0.0001393,0.0001393,0,0.0005571,0.0001393,3593,0.0025049,0,0.000835,0,0.0002783,0,0.0011133,0.0002783,3587,0.0005576,0.0002788,0,0.0002788,0,0,0,0
18600,Albany,New York,NY,58802,0.0032822,0.0004081,0.0008673,0.0004081,0.0004592,0.0004252,0.0005272,0.0001871,29744,0.0054801,0.0006388,0.0014793,0.0005379,0.0008741,0.0007396,0.0008405,0.0003698,29055,0.0010325,0.0001721,0.0002409,0.0002753,0.0000344,0.0001033,0.0002065,0
18700,Sunbury,Pennsylvania,PA,11272,0.0021292,0.0002661,0.0004436,0.0001774,0.0003549,0.0001774,0.000621,0.0000887,5712,0.0033263,0.0001751,0.0007003,0.0001751,0.0007003,0.0003501,0.0012255,0,5560,0.0008993,0.0003597,0.0001799,0.0001799,0,0,0,0.0001799
18800,Scranton,Pennsylvania,PA,47498,0.0021475,0.0003579,0.0006106,0.0002947,0.0002316,0.0002316,0.000379,0.0000421,24067,0.0034487,0.0004986,0.0009972,0.0004155,0.0004571,0.0004571,0.0005402,0.0000831,23430,0.0008109,0.0002134,0.0002134,0.0001707,0,0,0.0002134,0
18900,Williamsport,Pennsylvania,PA,13802,0.0021011,0.0002898,0.0003623,0.0002174,0.0002898,0.0002898,0.0003623,0.0002898,6862,0.003789,0.0005829,0.0005829,0.0004372,0.0004372,0.0005829,0.0007287,0.0004372,6940,0.0004323,0,0.0001441,0,0.0001441,0,0,0.0001441
19000,Allentown,Pennsylvania,PA,35352,0.0036773,0.000396,0.0010749,0.0006789,0.000396,0.0004243,0.0004243,0.0002829,17809,0.0057274,0.0005054,0.001853,0.00073,0.00073,0.0007861,0.00073,0.0003931,17541,0.0015963,0.000285,0.000285,0.0006271,0.000057,0.000057,0.000114,0.000171
19100,Reading,Pennsylvania,PA,64866,0.0025437,0.0003083,0.0004317,0.0005396,0.0003237,0.000185,0.0005704,0.000185,32702,0.0041588,0.0005198,0.0007645,0.0006116,0.0006116,0.0003058,0.0010091,0.0003364,32160,0.0009017,0.0000933,0.0000933,0.0004664,0.0000311,0.0000622,0.0001244,0.0000311
19200,Harrisburg,Pennsylvania,PA,61508,0.0025037,0.0001463,0.0007641,0.0003252,0.0005203,0.0002276,0.0004227,0.0000975,30816,0.0041861,0.0002272,0.001298,0.0004219,0.0009411,0.0004543,0.000649,0.0001947,30690,0.0008146,0.0000652,0.0002281,0.0002281,0.0000978,0,0.0001955,0
19300,Poughkeepsie,New York,NY,49123,0.0027482,0.0003054,0.0009568,0.0004071,0.0003257,0.0002646,0.0003461,0.0001425,24744,0.0042435,0.000485,0.0015357,0.0005658,0.0004446,0.0005254,0.0004446,0.0002425,24373,0.0012309,0.0001231,0.0003693,0.0002462,0.0002051,0,0.0002462,0.000041
19400,New York,New York,NY,477899,0.0018958,0.0001235,0.0006989,0.0003034,0.000159,0.0001486,0.0003055,0.0001528,237455,0.0029985,0.0001769,0.0012381,0.0003453,0.0002864,0.0002653,0.000459,0.000219,240383,0.000807,0.0000707,0.0001664,0.0002621,0.0000333,0.0000333,0.0001539,0.0000874
19500,Toms River,New Jersey,NJ,59250,0.0029367,0.0003544,0.0007426,0.0004726,0.0003544,0.0003038,0.0004557,0.0002532,29866,0.0041854,0.0005357,0.0011384,0.0004688,0.0006362,0.0005022,0.0006697,0.0002344,29380,0.0016678,0.0001702,0.0003404,0.0004765,0.0000681,0.0001021,0.0002383,0.0002723
19600,Newark,New Jersey,NJ,271995,0.0032905,0.0003015,0.0011287,0.0006875,0.0003125,0.000261,0.0004118,0.0001875,135300,0.0051515,0.0004656,0.0020325,0.000813,0.0005174,0.0004878,0.0005987,0.0002365,136646,0.001449,0.000139,0.0002342,0.0005635,0.0001098,0.0000366,0.0002269,0.000139
19700,Philadelphia,Pennsylvania,PA,309343,0.002279,0.0002295,0.000708,0.0004396,0.0001972,0.0002295,0.0003847,0.0000905,154868,0.0036354,0.0003229,0.0012914,0.0005553,0.0003293,0.0004003,0.0005941,0.0001421,154442,0.000913,0.000136,0.0001165,0.0003237,0.0000647,0.0000583,0.0001748,0.0000388
19800,Wilmington,Delaware,DE,33005,0.002636,0.0003333,0.0008484,0.0004545,0.0003636,0.0002424,0.0003636,0.0000303,16641,0.0043267,0.0004807,0.0013821,0.0006009,0.000661,0.0004807,0.000661,0.0000601,16363,0.0009167,0.0001833,0.0003056,0.0003056,0.0000611,0,0.0000611,0
19901,Dover,Delaware,DE,24471,0.0013077,0.0001635,0.0002043,0.0004086,0.0000817,0.0001635,0.0002861,0,12347,0.0021058,0.000324,0.000405,0.0004859,0.000162,0.000324,0.000405,0,12124,0.0004949,0,0,0.0003299,0,0,0.000165,0
19902,Easton,Maryland,MD,8635,0.0012739,0,0.0003474,0.0002316,0.0002316,0.0002316,0.0001158,0.0001158,4360,0.0018349,0,0.0004587,0,0.0004587,0.0004587,0.0002294,0.0002294,4274,0.0007019,0,0.000234,0.0004679,0,0,0,0
19903,Chincoteague,Virginia,VA,2833,0.000706,0,0.000353,0.000353,0,0,0,0,1438,0,0,0,0,0,0,0,0,1395,0.0014337,0,0.0007168,0.0007168,0,0,0,0
20001,Bangor,Maine,ME,17422,0.0021238,0.0001722,0.0003444,0.0004018,0.0004018,0.0005166,0.0002296,0.0000574,8735,0.00332,0.0003434,0.0004579,0.0005724,0.0005724,0.0009159,0.0003434,0.0001145,8687,0.0009209,0,0.0002302,0.0002302,0.0002302,0.0001151,0.0001151,0
20002,Calais,Maine,ME,2181,0.0013755,0.0004585,0.000917,0,0,0,0,0,1068,0.002809,0.0009363,0.0018727,0,0,0,0,0,1113,0,0,0,0,0,0,0,0
20003,Presque Isle,Maine,ME,4734,0.0014787,0.0002112,0.0004225,0.0004225,0,0.0002112,0.0002112,0,2395,0.0020877,0.0004175,0.0008351,0,0,0.0004175,0.0004175,0,2339,0.0008551,0,0,0.0008551,0,0,0,0
20100,Portland,Maine,ME,41647,0.0026893,0.0003602,0.0007444,0.0003842,0.0003121,0.0001921,0.0005523,0.0001441,21012,0.0040929,0.0005235,0.0012374,0.0004759,0.0004759,0.0002856,0.0008567,0.000238,20632,0.0012602,0.0001939,0.0002423,0.0002908,0.0001454,0.0000969,0.0002423,0.0000485
20200,Burlington,Vermont,VT,19023,0.0041529,0.0002628,0.0013142,0.0005257,0.0007885,0.0004205,0.000736,0.0001051,9539,0.0070238,0.0004193,0.0023063,0.000629,0.0013628,0.0008387,0.0013628,0.0001048,9483,0.0012654,0.0001055,0.0003164,0.0004218,0.0002109,0,0.0001055,0.0001055
20301,Berlin,Vermont,VT,6264,0.002235,0.0003193,0.0006386,0.0001596,0.0001596,0.0001596,0.0006386,0.0001596,3169,0.0037867,0.0003156,0.0009467,0.0003156,0.0003156,0.0003156,0.0012622,0.0003156,3095,0.0006462,0.0003231,0.0003231,0,0,0,0,0
20302,Claremont,Vermont,VT,16651,0.0029428,0.0001802,0.0009609,0.0003603,0.0003603,0.0003603,0.0006006,0.0001201,8509,0.005171,0.0003526,0.0016453,0.0007051,0.0005876,0.0007051,0.0010577,0.0001175,8141,0.0006142,0,0.0002457,0,0.0001228,0,0.0001228,0.0001228
20401,Providence,Rhode Island,RI,80887,0.002658,0.0001731,0.0008283,0.000408,0.000272,0.0003585,0.0003956,0.0002225,40742,0.0041481,0.00027,0.0014972,0.0005154,0.0003927,0.0006873,0.0005645,0.0002209,40141,0.001146,0.0000747,0.0001495,0.0002989,0.0001495,0.0000249,0.0002242,0.0002242
20402,Nantucket,Massachusetts,MA,381,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
20403,Oak Bluffs,Massachusetts,MA,799,0.0012516,0,0,0.0012516,0,0,0,0,398,0.0025126,0,0,0.0025126,0,0,0,0,401,0,0,0,0,0,0,0,0
20500,Boston,Massachusetts,MA,235108,0.003828,0.0002807,0.0012675,0.0007911,0.0005529,0.0002977,0.0004253,0.0002127,117888,0.0059463,0.0003817,0.002214,0.0009585,0.0009161,0.0005174,0.0006616,0.0002969,117203,0.0016894,0.0001792,0.0003157,0.0006229,0.0001792,0.0000768,0.0001877,0.000128
20600,Manchester,New Hampshire,NH,71356,0.0036017,0.0003083,0.0010791,0.0006867,0.0005606,0.0003924,0.0004204,0.0001542,35758,0.0056491,0.0005034,0.0018737,0.0007551,0.0010068,0.0006991,0.0006152,0.0001958,35596,0.0015451,0.0001124,0.0002809,0.000618,0.0001124,0.0000843,0.0002247,0.0001124
20700,Keene,New Hampshire,NH,7439,0.0038984,0.0004033,0.0006721,0.000941,0.0008066,0.0002689,0.0004033,0.0004033,3855,0.0054475,0.0005188,0.0007782,0.0010376,0.0015564,0.0005188,0.0005188,0.0005188,3584,0.0022321,0.000279,0.000558,0.0008371,0,0,0.000279,0.000279
20800,Springfield,Massachusetts,MA,36795,0.003207,0.0003261,0.000924,0.0004348,0.0003805,0.0004077,0.0006794,0.0000544,18402,0.0053799,0.0005978,0.0015216,0.0007608,0.0005978,0.0005978,0.0011955,0.0001087,18390,0.0010332,0.0000544,0.0003263,0.0001088,0.0001631,0.0002175,0.0001631,0
20901,Bridgeport,Connecticut,CT,171565,0.0032641,0.0003322,0.0009326,0.0006062,0.000443,0.000408,0.0003439,0.0001982,86019,0.0052082,0.000465,0.0015578,0.000744,0.0008138,0.0007324,0.0005813,0.0003139,85522,0.0013096,0.0001988,0.000304,0.0004677,0.0000702,0.0000819,0.0001052,0.0000819
20902,Pittsfield,Massachusetts,MA,9911,0.002926,0.0003027,0.001009,0.0005045,0.0006054,0.0002018,0.0002018,0.0001009,5042,0.0049583,0.0001983,0.001785,0.0007933,0.00119,0.0003967,0.0003967,0.0001983,4869,0.0008215,0.0004108,0.0002054,0.0002054,0,0,0,0
21001,Ashland,Wisconsin,WI,3309,0.0030221,0.0003022,0.0003022,0.0009066,0.0003022,0.0009066,0.0003022,0,1718,0.0052386,0.0005821,0.0005821,0.0017462,0.0005821,0.0017462,0,0,1591,0.0006285,0,0,0,0,0,0.0006285,0
21002,Houghton,Michigan,MI,2750,0.0029091,0,0.0003636,0.0003636,0,0.0003636,0.0018182,0,1404,0.0049858,0,0.0007123,0.0007123,0,0.0007123,0.002849,0,1346,0.0007429,0,0,0,0,0,0.0007429,0
21003,Ironwood,Michigan,MI,1902,0.0026288,0.0005258,0,0.0005258,0.0005258,0.0010515,0,0,953,0.0041973,0.0010493,0,0,0.0010493,0.0020986,0,0,949,0.0010537,0,0,0.0010537,0,0,0,0
21004,Rhinelander,Wisconsin,WI,4118,0.0026712,0,0.0007285,0,0.0007285,0.0004857,0.0007285,0,2104,0.0047529,0,0.0014259,0,0.0009506,0.0009506,0.0014259,0,2014,0.0004965,0,0,0,0.0004965,0,0,0
